 ,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen3330,0,0,0,0,0,0,0.392,22.161,168.197,697.453,823.954,671.531,1279.682,1275.869,1330.287,1077.469,655.083,413.93,213.068,136.159,0,0,0,0
scen3331,0,0,0,0,0,0,0,18.709,108.129,653.4,865.748,843.354,1225.721,896.945,1290.368,919.024,710.879,488.22,178.866,103.254,0,0,0,0
scen3332,0,0,0,0,0,0,0,9.805,143.828,790.905,914.795,1024.446,1249.675,1345.575,1002.185,917.409,816.128,490.114,181.945,134.52,0,0,0,0
scen3333,0,0,0,0,0,0,0,19.789,120.86,811.412,1007.983,709.641,1509.106,1265.499,837.696,1052.54,844.326,429.027,203.217,119.941,0,0,0,0
scen3334,0,0,0,0,0,0,0,25.794,191.626,598.318,1149.005,1294.381,1045.001,1308.932,1129.556,769.831,790.294,464.476,223.679,116.977,0,0,0,0
scen3335,0,0,0,0,0,0,0.729,26.714,73.445,961.358,1005.084,1139,1043.463,1359.661,1028.719,1083.393,695.644,464.651,175.95,97.411,0,0,0,0
scen3336,0,0,0,0,0,0,0,17.247,109.367,641.125,1097.46,1045.274,1296.809,1072.886,1085.118,854.232,725.15,505.703,190.174,123.239,0,0,0,0
scen3337,0,0,0,0,0,0,0.378,34.227,191.712,603.103,798.253,955.002,1134.408,705.53,1152.755,776.158,658.051,501.777,184.971,125.731,0,0,0,0
scen3338,0,0,0,0,0,0,1.5,13.978,121.005,940.472,1299.98,1062.584,1273.662,900.402,1127.947,991.752,753.572,431.786,213.129,146.488,0,0,0,0
scen3339,0,0,0,0,0,0,0.739,14.617,38.602,795.217,792.648,1221.132,975.203,817.507,1048.095,790.05,709.132,464.531,203.124,106.789,0,0,0,0
scen3340,0,0,0,0,0,0,0,20.476,79.177,576.203,538.831,1224.905,1083.478,1112.963,1426.718,948.029,794.005,454.919,192.52,139.79,0,0,0,0
scen3341,0,0,0,0,0,0,0,39.283,139.536,822.733,948.149,1060.565,963.425,1465.328,1088.315,854.69,656.739,474.938,173.362,103.541,0,0,0,0
scen3342,0,0,0,0,0,0,0,10.749,54.041,402.079,999.681,1146.629,1433.386,1379.448,1303.01,981.244,870.951,405.335,176.44,152.946,0,0,0,0
scen3343,0,0,0,0,0,0,0.271,17.045,72.143,493.575,917.417,437.022,694.027,1190.619,998.42,1052.794,778.824,489.142,183.064,113.679,0,0,0,0
scen3344,0,0,0,0,0,0,0.93,29.647,126.891,577.051,505.035,1155.226,1248.1,611.5,1304.321,1163.6,796.545,530.702,151.581,129.976,0,0,0,0
scen3345,0,0,0,0,0,0,0,29.602,73.85,832.331,1370.829,1204.133,1194.802,1104.352,1343.969,953.723,722.751,424.259,179.96,139.795,0,0,0,0
scen3346,0,0,0,0,0,0,0,20.954,83.505,700.719,1133.765,1105.065,1552.155,1289.346,1247.372,773.917,738.904,479.415,158.15,115.067,0,0,0,0
scen3347,0,0,0,0,0,0,0,45.309,118.173,544.378,980.768,1335.114,1140.091,1512.287,1171.725,1029.92,794.311,401.05,202.103,107.23,0,0,0,0
scen3348,0,0,0,0,0,0,0,15.333,61.432,462.703,646.276,1123.998,835.039,1401.083,1032.711,796.291,666.776,454.409,183.256,142.123,0,0,0,0
scen3349,0,0,0,0,0,0,0.917,0,130.166,754.865,835.429,1060.906,884.695,1435.835,890.899,740.628,801.972,402.603,210.114,128.362,0,0,0,0
scen3350,0,0,0,0,0,0,0,39.115,132.365,894.498,480.373,942.866,1341.218,858.769,996.459,1003.394,640.688,468.078,190.121,89.26,0,0,0,0
scen3351,0,0,0,0,0,0,0.703,20.282,50.603,671.913,826.319,816.118,854.189,1143.013,1482.642,1063.371,797.644,442.304,203.656,132.26,0,0,0,0
scen3352,0,0,0,0,0,0,0,16.426,76.108,713.834,655.842,1087.636,1835.947,984.14,1319.225,1026.121,787.999,490.997,185.278,90.911,0,0,0,0
scen3353,0,0,0,0,0,0,0,7.487,96.544,581.015,751.877,1361.819,920.997,1456.005,926.439,893.22,703.534,444.388,194.186,113.208,0,0,0,0
scen3354,0,0,0,0,0,0,0,7.149,138.687,752.229,824.986,1186.43,1039.568,1143.072,1101.48,964.358,861.748,432.294,148.305,125.385,0,0,0,0
scen3355,0,0,0,0,0,0,0.894,30.834,131.732,800.399,1038.964,984.249,1368.834,1283.825,1070.386,932.762,654.723,460.19,222.231,88.664,0,0,0,0
scen3356,0,0,0,0,0,0,0.207,18.984,107.142,636.227,1153.417,689.151,1180.324,1462.444,1192.944,1129.869,807.866,472.671,223.271,104.707,0,0,0,0
scen3357,0,0,0,0,0,0,0,31.9,77.105,729.921,790.806,1213.917,1052.94,1231.928,1441.595,1228.374,818.914,464.085,174.504,110.122,0,0,0,0
scen3358,0,0,0,0,0,0,0.235,29.285,94.997,687.03,748.281,721.98,1044.968,1278.154,1378.986,743.168,690.88,464.272,177.184,154.884,0,0,0,0
scen3359,0,0,0,0,0,0,0,5.137,256.002,827.34,741.532,909.265,1215.206,1287.197,1164.432,1033.981,707.521,401.224,157.432,115.32,0,0,0,0
scen3360,0,0,0,0,0,0,1.816,27.982,75.649,1073.59,1152.46,593.151,1114.027,670.571,985.425,821.315,821.185,448.406,192.999,127.555,0,0,0,0
scen3361,0,0,0,0,0,0,0,24.095,64.972,603.82,1077.52,840.848,650.186,1182.263,1104.192,1086.926,829.532,430.294,194.484,136.693,0,0,0,0
scen3362,0,0,0,0,0,0,1.288,21.671,162.636,873.548,928.935,893.873,728.943,1187.186,1001.593,1122.771,818.381,501.055,221.115,115.444,0,0,0,0
scen3363,0,0,0,0,0,0,0,10.601,163.945,559.058,812.114,1081.095,1142.053,1068.344,1254.668,822.638,677.124,502.376,158.7,128.702,0,0,0,0
scen3364,0,0,0,0,0,0,0.234,13.155,80.844,633.656,944.312,881.525,1366.528,935.933,979.999,998.446,925.208,422.181,181.94,129.824,0,0,0,0
scen3365,0,0,0,0,0,0,0,49.037,130.577,831.621,906.028,967.439,838.897,1301.25,1387.932,808.439,816.807,448.45,207.132,109.84,0,0,0,0
scen3366,0,0,0,0,0,0,0.845,0,65.087,855.908,1088.16,1226.585,1024.254,1138.808,1124.905,998.156,732.849,404.232,191.728,155.462,0,0,0,0
scen3367,0,0,0,0,0,0,0,29.13,213.141,606.64,977.864,630.696,947.051,1047.342,782.94,981.518,781.647,429.704,191.798,106.422,0,0,0,0
scen3368,0,0,0,0,0,0,0,28.72,82.465,588.303,834.986,580.193,1110.062,962.54,954.918,951.929,726.286,476.124,134.302,117.357,0,0,0,0
scen3369,0,0,0,0,0,0,0.525,12.513,183.527,921.526,816.909,1361.11,1486.274,1039.081,1243.211,1107.986,724.431,493.674,186.936,104.154,0,0,0,0
scen3370,0,0,0,0,0,0,0,17.752,115.547,999.454,1164.896,934.824,691.994,1053.748,1189.084,946.649,748.678,398.553,180.949,120.405,0,0,0,0
scen3371,0,0,0,0,0,0,0,22.031,39.656,762.736,693.152,843.626,831.571,958.186,1115.75,1016.999,767.646,413.496,215.803,99.599,0,0,0,0
scen3372,0,0,0,0,0,0,0,14.084,37.377,619.388,1059.05,927.281,1682.789,1586.202,976.789,903.407,688.239,432.046,151.964,105.342,0,0,0,0
scen3373,0,0,0,0,0,0,0,34.359,123.989,470.151,1027.743,1396.964,924.604,1036.491,1224.056,1038.018,837.582,395.29,150.685,141.453,0,0,0,0
scen3374,0,0,0,0,0,0,0.815,29.175,146.158,579.984,916.843,1141.537,1385.912,1437.561,1192.701,1000.849,796.633,448.673,176.701,127.33,0,0,0,0
scen3375,0,0,0,0,0,0,0.241,16.494,0,412.058,872.669,986.083,940.014,1274.955,1060.598,1228.401,724.42,395.64,189.466,117.152,0,0,0,0
scen3376,0,0,0,0,0,0,0,21.328,58.566,481.347,1262.112,1003.811,1275.508,1399.38,1212.441,1116.41,731.555,381.285,264.994,127.056,0,0,0,0
scen3377,0,0,0,0,0,0,0.654,21.761,81.469,626.422,836.549,1063.947,1013.387,990.559,1184.924,768.616,898.672,412.971,157.801,131.362,0,0,0,0
scen3378,0,0,0,0,0,0,0.624,0,161.701,729.184,1188.332,1029.554,1121.44,961.392,1323.684,767.85,813.413,544.616,189.909,136.45,0,0,0,0
scen3379,0,0,0,0,0,0,0,17.96,25.594,691.736,960.614,803.959,1174.607,1301.309,1166.21,892.821,760.56,453.008,170.868,132.141,0,0,0,0
scen3380,0,0,0,0,0,0,1.258,13.823,120.395,643.697,775.656,1007.968,1098.751,1548.835,1032.534,1001.906,772.351,471.233,196.599,127.026,0,0,0,0
scen3381,0,0,0,0,0,0,0,37.879,85.045,656.821,836.907,1437.152,1180.244,960.486,1121.555,808.506,649.583,354.964,202.723,126.266,0,0,0,0
scen3382,0,0,0,0,0,0,0,30.872,81.756,826.168,860.384,1081.733,1243.832,934.831,1300.104,1004.291,651.837,467.56,168.011,110.911,0,0,0,0
scen3383,0,0,0,0,0,0,0,4.673,132.704,766.545,1465.065,980.01,1309.931,1199.448,1185.37,1107.77,786.172,467.601,212.794,101.473,0,0,0,0
scen3384,0,0,0,0,0,0,0,2.67,77.182,626.962,772.091,1644.059,1658.796,1241.932,1010.008,940.538,843.995,451.134,154.299,131.742,0,0,0,0
scen3385,0,0,0,0,0,0,0,32.014,68.766,806.595,1252.411,1090.367,1596.306,882.302,1641.539,968.73,750.175,485.076,193.22,126.161,0,0,0,0
scen3386,0,0,0,0,0,0,1.237,36.378,213.112,721.877,791.068,1282.92,926.823,1605.924,1276.844,578.591,816.894,508.9,182.525,117.806,0,0,0,0
scen3387,0,0,0,0,0,0,0.281,14.005,78.021,948.107,859.01,888.752,685.407,1578.539,883.054,1012.698,676.626,492.111,155.994,140.81,0,0,0,0
scen3388,0,0,0,0,0,0,0,28.86,110.615,542.959,1157.021,1104.364,600.358,1100.621,1149.239,874.818,806.4,519.112,175.144,133.069,0,0,0,0
scen3389,0,0,0,0,0,0,0.304,35.106,173.606,769.565,845.926,910.683,1398.215,629.253,1155.081,949.212,686.831,507.67,189.541,112.476,0,0,0,0
scen3390,0,0,0,0,0,0,0,16.016,287.39,554.224,955.586,587.832,973.257,959.929,1557.169,891.726,759.748,346.944,190.395,134.572,0,0,0,0
scen3391,0,0,0,0,0,0,0.833,17.725,137.48,638.443,743.348,941.25,1030.486,1154.4,840.199,1011.756,783.149,525.293,233.131,140.043,0,0,0,0
scen3392,0,0,0,0,0,0,0.231,0,159.22,711.479,836.244,989.928,1029.105,1439.715,1239.262,790.966,799.966,437.666,185.062,122.339,0,0,0,0
scen3393,0,0,0,0,0,0,0,13.316,0,585.274,914.164,784.236,1553.934,1224.552,1236.671,880.307,783.086,447.693,195.629,129.089,0,0,0,0
scen3394,0,0,0,0,0,0,0.839,47.076,166.462,759.62,617.213,1473.387,782.55,1012.062,1085.113,672.919,771.432,484.96,226.791,131.941,0,0,0,0
scen3395,0,0,0,0,0,0,0.377,37.739,26.894,878.353,1144.868,1449.017,1176.064,1123.742,980.297,1177.606,785.198,484.636,191.301,157.554,0,0,0,0
scen3396,0,0,0,0,0,0,0.793,33.449,18.006,564.215,485.626,1433.625,835.995,1210.611,1036.594,1235.717,732.372,438.001,187.189,127.832,0,0,0,0
scen3397,0,0,0,0,0,0,0.129,14.803,42.292,820.421,1150.121,720.637,1486.688,1498.363,1195.637,652.916,647.897,446.928,200.996,148.762,0,0,0,0
scen3398,0,0,0,0,0,0,0,0,113.541,609.171,853.511,729.519,1094.188,1441.12,899.528,962.549,840.97,479.103,182.787,128.307,0,0,0,0
scen3399,0,0,0,0,0,0,0,31.877,122.548,635.668,719.775,1075.573,1459.624,1189.496,1256.331,1082.66,797.262,448.553,170.015,127.626,0,0,0,0
scen3400,0,0,0,0,0,0,0.271,14.007,190.428,643.768,1218.997,756.853,1363.506,1044.623,1403.691,1130.226,804.057,445.25,206.977,165.054,0,0,0,0
scen3401,0,0,0,0,0,0,0.184,17.055,142.834,787.572,1079.035,1621.421,1184.007,1301.627,1092.594,968.527,728.876,496.121,148.11,113.452,0,0,0,0
scen3402,0,0,0,0,0,0,0,15.07,80.971,972.221,1234.179,1180.366,860.182,1451.94,1134.234,928.954,869.828,462.02,199.414,141.477,0,0,0,0
scen3403,0,0,0,0,0,0,0.868,14.52,140.138,1065.223,772.599,915.141,753.865,1177.569,1390.041,976.496,811.151,452.514,176.654,118.032,0,0,0,0
scen3404,0,0,0,0,0,0,0,19.318,96.301,695.219,571.579,1610.274,1034.291,1451.879,930.48,1054.134,787.469,450.563,226.173,137.179,0,0,0,0
scen3405,0,0,0,0,0,0,0,29.9,222.614,868.048,724.123,1283.953,1175.58,1463.915,955.801,940.173,707.025,418.392,183.463,122.087,0,0,0,0
scen3406,0,0,0,0,0,0,0,23.759,69.152,803.331,1001.615,625.849,1070.188,1264.726,1212.69,1359.248,747.094,417.576,169.04,125.475,0,0,0,0
scen3407,0,0,0,0,0,0,0,14.419,34.293,1091.901,990.35,468.138,826.18,1256.878,1180.804,940.83,877.985,398.238,161.42,117.53,0,0,0,0
scen3408,0,0,0,0,0,0,0.088,17.349,144.29,738.101,1264.179,1051.504,1251.275,1294.33,892.089,915.974,770.451,490.159,170.907,132.709,0,0,0,0
scen3409,0,0,0,0,0,0,0.551,29.19,148.766,495.28,1103.668,1389.201,1024.724,1189.076,1038.405,1270.711,741.31,500.957,173.183,125.373,0,0,0,0
scen3410,0,0,0,0,0,0,0.152,30.769,136.383,708.663,1226.236,984.975,1374.25,1078.656,1011.307,1164.325,720.27,467.97,186.031,125.857,0,0,0,0
scen3411,0,0,0,0,0,0,0,18.252,153.497,657.857,611.821,912.721,1020.757,942.206,1241.402,1024.874,801.282,434.296,179.572,129.249,0,0,0,0
scen3412,0,0,0,0,0,0,0.016,26.89,178.633,683.533,992.806,876.704,1167.437,605.341,1150.31,1035.728,695.77,403.598,170.837,114.057,0,0,0,0
scen3413,0,0,0,0,0,0,0,16.231,130.702,785.5,510.396,844.685,1087.334,1414.191,1144.263,840.091,743.226,544.627,198.429,105.873,0,0,0,0
scen3414,0,0,0,0,0,0,0.911,26.769,95.536,905.508,704.164,966.951,790.106,1133.234,1310.247,637.924,684.207,455.053,196.553,125.08,0,0,0,0
scen3415,0,0,0,0,0,0,0.645,21.859,88.983,804.949,1166.95,727.826,1046.534,1064.712,1251.163,923.578,847.175,419.2,184.655,136.043,0,0,0,0
scen3416,0,0,0,0,0,0,0,23.077,165.255,998.746,885.236,785.373,1595.455,1029.185,1371.558,1119.006,744.071,423.37,190.709,113.647,0,0,0,0
scen3417,0,0,0,0,0,0,0,14.077,92.651,930.557,806.745,799.738,1109.021,1058.742,1001.011,1018.806,653.474,437.508,173.059,122.471,0,0,0,0
scen3418,0,0,0,0,0,0,0.356,25.726,70.365,575.955,1247.154,1564.111,1058.795,1032.212,1234.169,999.666,701.294,521.625,212.232,124.32,0,0,0,0
scen3419,0,0,0,0,0,0,0,10.549,93.056,984.173,1051.68,1369.834,875.996,1116.986,1477.53,799.339,714.34,425.687,162.661,141.549,0,0,0,0
scen3420,0,0,0,0,0,0,0.171,22.846,0,235.98,1095.296,908.184,896.505,692.094,1200.207,1000.994,892.897,480.063,189.87,107.808,0,0,0,0
scen3421,0,0,0,0,0,0,0.209,43.131,95.345,781.965,746.241,1405.653,1044.706,1828.038,1081.669,965.549,697.097,444.51,198.435,110.314,0,0,0,0
scen3422,0,0,0,0,0,0,0.389,28.358,171.242,688.694,721.339,1239.42,1019.286,1010.792,845.159,1024.025,835.489,461.767,227.634,133.269,0,0,0,0
scen3423,0,0,0,0,0,0,0,19.019,160.307,612.781,918.941,885.157,635.622,1064.577,1129.016,1071.467,796.819,481.524,226.385,125.15,0,0,0,0
scen3424,0,0,0,0,0,0,0,2.44,21.953,875.449,615.749,956.828,1435.154,1210.733,1359.209,1166.182,659.122,407.663,171.224,117.487,0,0,0,0
scen3425,0,0,0,0,0,0,0,13.131,132.78,627.478,446.354,889.391,1304.711,1018.489,1191.011,981.202,805.466,493.581,198.32,121.249,0,0,0,0
scen3426,0,0,0,0,0,0,0.153,10.621,108.964,806.587,663.715,465.086,1206.215,1078.132,1283.031,986.793,620.899,395.632,214.969,127.656,0,0,0,0
scen3427,0,0,0,0,0,0,0,36.865,158.676,679.815,1238.069,1122.18,1254.339,1348.577,1447.086,859.324,788.137,395.652,224.187,138.338,0,0,0,0
scen3428,0,0,0,0,0,0,0.558,10.961,157.31,1043.868,736.886,1185.7,1211.337,1235.655,806.857,1099.103,767.649,455.406,190.717,143.99,0,0,0,0
scen3429,0,0,0,0,0,0,0.133,52.338,40.473,459.634,856.027,1338.469,975.442,1326.212,1067.058,872.711,816.241,451.384,185.274,125.589,0,0,0,0
scen3430,0,0,0,0,0,0,0,12.687,92.825,429.008,1184.518,1285.284,1063.782,1073.242,917.872,1018.082,742.978,389.582,162.013,116.14,0,0,0,0
scen3431,0,0,0,0,0,0,0,43.579,35.623,771.698,1140.299,1520.212,1082.187,1374.544,834.865,733.83,809.942,458.18,159.42,142.987,0,0,0,0
scen3432,0,0,0,0,0,0,1.566,35.191,87.017,782.883,900.871,1667.47,1377.465,1089.581,1138.251,951.944,890.63,459.309,203.138,114.56,0,0,0,0
scen3433,0,0,0,0,0,0,0.351,27.626,77.934,671.817,830.818,1309.864,1305.277,1617.132,781.191,1028.729,839.151,448.382,187.555,131.724,0,0,0,0
scen3434,0,0,0,0,0,0,0,26.599,84.746,685.11,1052.843,827.816,1322.468,962.169,1287.981,923.07,642.776,444.526,188.066,121.676,0,0,0,0
scen3435,0,0,0,0,0,0,0,31.187,40.524,504.011,1041.631,876.46,863.513,1261.897,1186.325,1065.748,642.415,476.988,186.549,114.54,0,0,0,0
scen3436,0,0,0,0,0,0,1.258,23.875,179.356,597.365,748.022,1067.281,997.969,1124.095,972.301,929.021,754.367,489.283,178.835,129.337,0,0,0,0
scen3437,0,0,0,0,0,0,0,26.777,56.307,578.81,1034.713,870.979,1361.686,848.605,1289.268,1261.407,777.403,467.351,173.755,124.492,0,0,0,0
scen3438,0,0,0,0,0,0,0.491,2.579,124.308,637.448,942.376,914.061,1109.662,1290.937,1502.048,941.402,797.189,493.172,175.94,98.344,0,0,0,0
scen3439,0,0,0,0,0,0,0.508,1.394,74.559,525.494,1164.985,548.875,984.028,1061.111,1159.253,984.333,747.655,520.994,195.103,107.104,0,0,0,0
scen3440,0,0,0,0,0,0,0.243,33.274,74.792,1093.773,1146.444,951.764,1101.996,1144.729,1279.743,1035.042,752.794,479.406,188.095,105.477,0,0,0,0
scen3441,0,0,0,0,0,0,0.955,0,159.943,603.148,996.627,943.988,919.847,1282.294,957.659,994.354,838.355,506.1,146.304,143.697,0,0,0,0
scen3442,0,0,0,0,0,0,0,17.171,125.082,433.335,747.647,849.747,1034.242,1125.078,1295.667,1124.026,862.707,434.23,173.967,127.697,0,0,0,0
scen3443,0,0,0,0,0,0,0,20.92,258.186,547.763,1319.144,1154.913,977.776,1253.168,1425.98,787.239,884.493,468.657,184.685,127.447,0,0,0,0
scen3444,0,0,0,0,0,0,0.328,13.504,240.8,728.748,1067.818,588.119,335.95,976.453,1173.163,846.225,796.283,502.666,150.907,133.694,0,0,0,0
scen3445,0,0,0,0,0,0,0,2.388,130.948,750.029,1164.424,1458.84,853.833,989.603,998.581,824.794,794.036,460.716,207.49,106.636,0,0,0,0
scen3446,0,0,0,0,0,0,0.633,0.57,73.132,752.122,863.898,1306.334,1162.777,1275.461,1267.189,1127.4,754.15,457.41,164.842,128.897,0,0,0,0
scen3447,0,0,0,0,0,0,0.013,20.53,75.546,715.761,628.614,1195.908,1148.503,1640.927,1313.398,853.645,753.058,383.697,175.314,132.599,0,0,0,0
scen3448,0,0,0,0,0,0,0,8.833,226.801,941.465,594.865,1271.799,684.312,1289.391,780.133,943.675,826.807,479.344,168.623,142.442,0,0,0,0
scen3449,0,0,0,0,0,0,0.712,24.716,123.651,788.801,1432.796,1076.803,784.673,830.24,1289.839,1010.93,767.305,468.211,161.885,116.683,0,0,0,0
scen3450,0,0,0,0,0,0,0.579,13.748,116.481,636.174,881.962,1316.08,997.359,1402.029,1282.094,1100.303,841.649,432.054,212.462,143.803,0,0,0,0
scen3451,0,0,0,0,0,0,0.066,20.139,223.605,441.272,1023.865,846.813,1020.18,1213.352,1169.311,952.255,795.603,456.854,205.794,123.894,0,0,0,0
scen3452,0,0,0,0,0,0,0.582,32.052,138.006,586.49,739.655,1513.341,1384.329,1399.62,1110.322,848.263,793.743,479.391,205.209,131.59,0,0,0,0
scen3453,0,0,0,0,0,0,1.007,20.324,51.615,703.044,1111.074,401.444,1097.642,1436.897,1302.676,832.613,670.078,426.811,174.428,135.792,0,0,0,0
scen3454,0,0,0,0,0,0,0,8.021,108.352,594.74,800.844,993.986,951.073,632.107,1005.221,867.421,675.613,383.951,180.024,133.279,0,0,0,0
scen3455,0,0,0,0,0,0,0,38.673,162.314,587.406,785.356,1262.054,857.137,1152.487,1178.746,813.529,864.264,431.386,198.884,163.05,0,0,0,0
scen3456,0,0,0,0,0,0,0.001,21.092,107.352,545.513,1223.226,1330.396,750.84,1193.933,1312.908,1240.463,728.515,398.415,209.784,131.732,0,0,0,0
scen3457,0,0,0,0,0,0,0.237,27.211,185.927,541.68,973.932,1359.597,1331.85,1080.547,1141.696,975.4,847.155,485.544,145.722,118.668,0,0,0,0
scen3458,0,0,0,0,0,0,0.327,39.222,123.372,876.202,1254.158,844.47,1136.066,1316.325,1259.293,932.347,681.004,493.577,175.235,109.74,0,0,0,0
scen3459,0,0,0,0,0,0,0.006,35.155,144.75,560.416,1086.748,872.592,873.06,1089.769,987.874,821.965,791.899,469.007,174.752,160.482,0,0,0,0
scen3460,0,0,0,0,0,0,0.042,20.881,54.881,717.175,435.118,1157.289,1068.38,1032.074,1175.369,954.135,807.584,525.204,202.821,137.532,0,0,0,0
scen3461,0,0,0,0,0,0,0,20.63,155.579,619.34,903.762,453.418,866.607,1298.797,1003.898,1031.208,586.378,476.163,178.702,130.616,0,0,0,0
scen3462,0,0,0,0,0,0,1.175,24.57,92.755,740.737,920.768,810.964,1533.28,854.264,1086.582,977.654,666.732,493.027,185.651,92.492,0,0,0,0
scen3463,0,0,0,0,0,0,0,21.07,169.938,767.178,646.422,1121.118,1078.427,1478.211,1068.067,977.44,613.064,504.89,204.693,114.789,0,0,0,0
scen3464,0,0,0,0,0,0,0,34.336,28.413,750.38,1304.495,574.77,1044.784,1262.687,924.597,1034.855,732.719,437.147,157.298,117.99,0,0,0,0
scen3465,0,0,0,0,0,0,0.242,0,96.522,837.968,984.365,1063.323,1470.638,1471.858,1195.004,986.561,887.737,473.868,204.099,139.01,0,0,0,0
scen3466,0,0,0,0,0,0,0.068,12.347,95.646,845.464,1064.567,912.609,1098.732,1095.128,1088.608,841.405,759.964,349.326,185.218,116.45,0,0,0,0
scen3467,0,0,0,0,0,0,0.752,26.53,132.261,809.128,517.927,1120.308,1033.68,1252.177,1411.753,1030.868,689.461,446.409,212.352,111.387,0,0,0,0
scen3468,0,0,0,0,0,0,0,22.56,44.015,739.855,760.66,1391.715,809.536,1273.291,1200.464,984.419,765.611,424.337,200.823,136.035,0,0,0,0
scen3469,0,0,0,0,0,0,0,38.188,85.683,662.275,912.566,1135.074,944.978,1462.997,1267.726,987.323,717.93,471.268,233.264,130.697,0,0,0,0
scen3470,0,0,0,0,0,0,0.552,36.609,166.834,779.103,1177.449,533.399,1593.849,996.559,1363.882,1163.25,1024.1,482.418,197.757,114.387,0,0,0,0
scen3471,0,0,0,0,0,0,0,23.468,72.012,821.774,1143.503,948.653,945.059,1178.677,822.366,1087.668,666.264,538.468,183.733,113.76,0,0,0,0
scen3472,0,0,0,0,0,0,0.852,10.607,119.004,254.009,1210.255,755.078,1436.324,1363.742,841.74,794.591,895.62,363.591,174.057,116.392,0,0,0,0
scen3473,0,0,0,0,0,0,0.329,20.849,21.754,748.76,1104.281,1441.833,1193.94,816.744,1333.874,940.909,493.082,424.281,197.392,124.011,0,0,0,0
scen3474,0,0,0,0,0,0,0,8.482,159.471,867.336,1073.4,987.547,1073.027,1596.665,1275.522,1117.543,799.483,532.149,158.6,112.37,0,0,0,0
scen3475,0,0,0,0,0,0,0.33,11.518,204.37,802.217,922.534,1221.014,563.752,1127.336,1119.438,918.159,739.98,480.832,179.195,136.854,0,0,0,0
scen3476,0,0,0,0,0,0,0.274,15.06,102.341,775.385,843.171,1044.479,859.044,1055.999,1130.957,947.283,702.903,429.716,212.232,134.606,0,0,0,0
scen3477,0,0,0,0,0,0,0.9,0,68.701,817.355,1101.348,791.431,1265.984,1707.337,1111.46,839.236,614.017,442.986,177.381,121.386,0,0,0,0
scen3478,0,0,0,0,0,0,0.973,37.337,105.425,462.224,920.378,845.997,1145.153,1059.042,1006.273,1241.576,741.58,476.64,225.637,132.769,0,0,0,0
scen3479,0,0,0,0,0,0,0,14.962,209.276,935.98,893.242,1056.353,988.85,986.081,1038.526,806.797,712.216,449.012,173.05,132.193,0,0,0,0
scen3480,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen3481,0,0,0,0,0,0,0,13.006,93.502,604.178,1171.903,991.973,1062.198,982.964,1095.107,906.876,709.898,482.272,215.227,144.113,0,0,0,0
scen3482,0,0,0,0,0,0,0,9.212,27.56,620.583,651.278,1496.414,1272.158,1243.513,1342.129,1033.161,718.742,354.344,203.418,104.764,0,0,0,0
scen3483,0,0,0,0,0,0,0,20.077,0.821,289.053,951.75,1098.773,1265.318,1168.503,1204.793,996.17,741.923,531.563,202.154,122.252,0,0,0,0
scen3484,0,0,0,0,0,0,0.698,35.502,102.172,677.086,1346.141,739.132,1119.31,1300.886,1338.254,1020.878,772.123,447.604,193.836,147.153,0,0,0,0
scen3485,0,0,0,0,0,0,0,19.15,192.57,656.166,809.157,438.81,803.71,591.741,1112.057,936.003,734.61,460.136,155.248,112.272,0,0,0,0
scen3486,0,0,0,0,0,0,0.422,36.669,86.019,881.691,763.779,822.043,981.985,1030.138,1145.816,831.087,729.452,441.248,181,117.394,0,0,0,0
scen3487,0,0,0,0,0,0,0,8.553,143.38,482.032,987.316,1060.996,740.247,1584.944,1328.345,1054.145,768.366,435.517,186.539,118.12,0,0,0,0
scen3488,0,0,0,0,0,0,0.992,23.873,100.547,569.496,827.871,1008.058,1256.752,1441.649,1120.071,839.925,848.554,526.172,187.111,123.419,0,0,0,0
scen3489,0,0,0,0,0,0,0,4.283,178.76,515.376,602.143,993.313,1074.562,1299.565,941.695,805.282,802.222,484.54,164.855,105.351,0,0,0,0
scen3490,0,0,0,0,0,0,0,30.206,195.573,736.651,649.761,1093.519,1088.732,1324.413,1002.38,1093.959,700.74,443.987,161.566,141.95,0,0,0,0
scen3491,0,0,0,0,0,0,0,7.844,134.512,610.289,1042.756,1033.283,1138.928,1525.503,873.213,1087.21,760.62,441.376,195.443,136.279,0,0,0,0
scen3492,0,0,0,0,0,0,0.32,8.908,89.611,633.376,602.011,1395.234,994.341,656.011,890.484,982.511,664.198,399.44,201.032,111.061,0,0,0,0
scen3493,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen3494,0,0,0,0,0,0,0,27.252,55.002,775.464,706.483,695.012,1313.819,1193.17,1134.953,1169.555,770.571,465.598,200.811,112.716,0,0,0,0
scen3495,0,0,0,0,0,0,0,10.91,72.458,590.044,1188.988,666.141,1041.058,1366.777,1057.169,999.558,707.972,489.226,166.58,121.289,0,0,0,0
